Temperature,Actual Conductivity,Dissolved Oxygen,Turbidity,Chlorophyll-a
30.50353,102.7247,8.047139,50.13543,5.090638
30.50023,102.6067,8.247183,30.23207,5.073586
30.48279,102.5919,7.562165,42.27951,5.37347
30.47088,102.7313,7.298679,59.08763,5.172654
30.4609,102.7701,7.980268,43.99994,5.035877
30.43252,102.4135,7.748663,53.34855,4.823349
30.42351,102.6186,7.637279,74.82147,4.999232
30.41085,102.264,7.543459,53.4583,5.20887
30.39316,102.517,7.557799,45.14722,5.178856
30.38069,102.2053,7.442048,55.02425,5.56982
30.3684,102.291,7.58353,71.20448,5.605409
30.35467,102.1834,7.518552,46.36134,5.626236
30.34576,102.0521,7.506108,43.73339,5.603268
30.33837,102.0676,7.448425,35.2101,6.048335
30.33771,102.1293,7.240769,37.41506,5.543403
30.33064,102.1002,7.141497,38.36854,5.62357
30.3267,102.0658,7.30436,61.28056,5.980115
30.33253,102.2549,7.278385,63.81335,5.867085
30.3295,102.1586,7.261847,38.83142,5.721831
30.32835,102.139,7.268677,95.1143,6.177013
30.33043,102.2852,7.151006,39.67878,6.198011
30.32706,102.034,7.32214,31.28589,5.965562
30.32466,102.0559,6.758636,38.10865,5.724061
30.34206,102.2989,6.522852,45.06186,6.064141
30.3219,101.9265,6.752874,41.77471,5.81562
30.31722,101.9206,6.605571,52.49958,5.437943
30.32455,102.0212,6.691972,48.89342,5.930648
30.32029,102.3964,6.77296,41.16368,5.742781
30.31888,102.4587,6.83224,44.53708,5.409534
30.31606,102.5531,6.834748,50.83685,5.948076
30.31889,102.5421,6.789171,54.06766,5.665738
30.33388,102.5506,6.732859,49.72213,5.685817
30.33413,102.5757,6.735731,36.479,5.641416
30.33922,102.5702,6.770521,55.02124,5.8152
30.39266,102.6602,7.239696,53.47541,6.676543
30.38995,102.7105,7.676917,51.95751,5.788391
30.37817,102.7178,7.421535,64.38078,6.179856
30.36537,102.5777,6.125133,46.70612,5.757196
30.36666,102.6366,7.337549,51.70941,5.907987
30.37618,102.7223,7.700785,55.69836,5.938574
30.38444,102.762,7.667024,37.6819,5.867452
30.37148,102.716,7.61609,64.04864,5.739384
30.40055,102.7488,7.783409,42.43673,6.644666
30.41636,102.7903,8.047307,43.87172,7.104357
30.42479,102.8151,8.146706,51.65814,6.681355
30.40701,102.7754,7.743923,63.29443,6.817584
30.42349,102.789,7.862208,63.12735,6.920039
30.41023,102.7684,7.753387,47.18929,6.832927
30.44325,102.7739,8.199854,35.11211,6.641813
30.41585,102.7317,7.918681,74.39945,6.197859
30.41107,102.707,7.750494,59.72861,5.704647
30.39548,102.699,7.613633,67.34033,6.162156
30.40745,102.6289,7.671931,35.00044,5.825499
30.38114,102.5428,7.340055,55.3446,6.019174
30.40497,102.6509,7.284449,67.79255,6.097771
30.43937,102.6177,8.144,60.26692,6.85708
30.58851,102.6923,9.771351,69.35036,7.436419
30.4833,103.0619,8.460371,42.99974,7.101811
30.4079,102.6977,7.223814,34.21116,5.845843
30.43278,102.7771,7.191717,58.72543,7.08885
30.689,103.0646,9.826094,77.64286,7.996065
30.62522,102.9865,8.938553,46.12853,7.367292
30.47968,102.9678,8.063873,54.45625,6.638214
30.40462,102.6262,7.052522,54.03817,6.187715
30.37313,102.5062,6.47311,55.80633,5.710293
30.3845,102.436,6.475435,38.11505,5.745058
30.44374,102.354,7.177111,71.30022,6.318471
30.50771,102.4605,7.727953,71.17876,7.318285
30.51069,102.5685,8.537818,47.07719,6.834846
30.49348,102.4204,8.176132,65.90162,6.639791
30.44391,102.4489,7.00291,60.55767,5.993197
30.42537,102.4517,6.528294,71.9214,6.130122
30.45057,102.4916,7.084568,62.53361,6.222269
30.45001,102.37,6.989411,50.46121,6.140464
30.55149,102.4886,7.95308,46.6326,6.938462
30.46777,102.5083,7.855509,65.35961,5.775552
30.43263,102.6429,6.703476,41.08679,5.550641
30.45448,102.6178,6.829375,61.03259,6.311802
30.52203,102.673,7.249191,62.18991,6.185731
30.52927,102.6955,7.063301,40.61366,6.517925
30.53636,102.6306,7.936292,55.5661,6.217012
30.47423,102.9969,6.364913,39.67723,5.807105
30.55459,102.7691,7.844749,38.89579,6.525484
30.53189,102.8721,7.32435,55.42315,6.345016
30.53728,102.8273,7.108758,50.329,6.21612
30.52703,102.9281,6.773953,43.8588,6.159354
30.51437,102.8638,6.865693,58.65089,6.076403
30.53422,102.9063,6.609634,96.87239,5.897452
30.46493,102.9652,6.109375,86.62399,5.479605
30.49013,102.8453,6.159993,46.15817,5.537558
30.47453,103.0188,6.213335,50.77049,5.297781
30.47223,103.8596,4.660803,29.24496,5.021932
30.52644,102.9556,6.413087,41.76375,5.81059
30.54304,103.1017,6.313186,46.705,5.519495
30.59909,102.898,7.866343,56.05338,5.747179
30.61119,103.4244,7.377084,27.89645,5.196005
30.54102,103.4174,6.663069,37.27978,5.164227
30.61718,103.5403,6.730759,25.13023,5.176224
30.46748,103.5763,5.32639,34.86058,5.279589
30.5391,104.4244,6.389132,51.2668,5.179426
30.54803,103.8813,6.583661,32.3891,5.096348
30.52116,104.7304,6.21707,58.33539,5.375944
30.58494,103.8142,6.808512,40.89688,5.040867
30.6618,104.398,9.064002,33.6516,5.192964
30.66165,103.2601,7.882519,37.22144,5.759642
30.61813,103.8321,9.133658,46.30841,5.383076
30.6596,103.0133,9.207701,37.8693,5.545381
30.66946,102.9943,9.403721,41.48717,5.869203
30.63809,103.2154,8.878755,56.40734,5.139396
30.62727,102.904,9.437091,46.51845,5.28259
30.60954,102.9431,9.240346,58.5981,4.867346
30.55381,104.5687,8.258824,36.01947,5.180015
30.58328,102.7528,9.323601,49.98621,5.205083
30.56516,102.7149,9.202517,47.25432,5.412354
30.55302,102.8867,8.893212,48.24992,5.156309
30.53906,103.0079,8.802634,37.67965,5.242056
30.52137,102.866,8.861743,63.34807,5.073769
30.52155,102.592,8.981856,33.73735,5.439818
30.50296,102.6212,8.786757,41.51025,5.114211
30.49693,102.6688,8.739942,36.60368,5.174026
30.4799,102.6329,8.668964,36.67982,5.050529
30.4654,102.7768,8.438032,47.2845,5.208515
30.44718,102.9739,8.227806,47.17768,5.064162
30.4444,102.5854,8.271534,67.27585,4.911329
30.42518,102.6417,8.175074,73.25124,5.269812
30.41781,102.5303,8.151527,43.37346,5.375291
30.40006,102.4316,7.927576,49.80258,5.242389
30.39633,102.6,7.665421,42.92173,5.211539
30.38416,102.4893,7.641731,43.36123,5.187111
30.373,102.6569,7.388701,40.4502,5.293725
30.36016,102.4582,7.342136,38.93116,5.344567
30.35044,102.6842,7.121305,30.82619,5.100722
30.33734,102.9231,6.918678,34.80359,5.239855
30.33557,102.6057,7.062013,32.89988,4.980925
30.3232,102.7536,6.702261,26.52894,5.022714
30.31257,102.9791,6.353167,44.08106,5.034011
30.3002,102.564,6.360667,42.85019,5.197854
30.27783,103.5583,5.89489,37.07187,4.982342
30.28086,102.6307,6.212568,56.23669,5.03366
30.26994,103.3234,6.104895,25.86622,5.016363
30.26032,103.3605,5.815907,52.66396,5.086884
30.25287,102.8115,5.80237,103.3708,5.072871
30.23571,102.7414,5.906353,29.87558,5.078468
30.23621,102.8209,5.732471,54.1083,4.912702
30.22901,102.9882,5.481374,44.02798,5.093353
30.21442,103.1515,5.33758,31.77886,4.824362
30.19555,103.2691,5.14793,34.50456,4.704079
30.18397,103.0446,5.147176,33.22823,4.937895
30.17435,103.0469,5.072635,25.49002,4.972582
30.16152,102.9934,5.002698,55.1969,4.969607
30.16116,103.1684,4.755637,52.94388,4.93977
30.15424,103.4939,4.503952,50.25908,4.889434
30.14225,103.4074,4.43617,106.2818,4.799785
30.13836,103.6587,4.252428,63.80946,5.184199
30.13173,103.6033,4.218574,95.24042,5.237741
30.12121,103.566,4.320163,41.87082,4.896564
30.11838,103.7369,4.235509,56.7859,4.991082
30.11734,103.8346,4.000847,17.72271,5.15895
30.11436,104.1126,3.916063,45.41837,4.787355
30.11333,103.7852,4.122581,36.13866,5.246102
30.11477,103.9725,4.082678,43.67499,5.244755
30.11677,104.1798,4.206869,56.62465,4.840198
30.11542,104.0253,4.044735,50.86576,4.781818
30.11741,104.1388,3.786751,32.76492,4.852826
30.11558,103.8554,3.812525,58.89847,5.15167
30.11051,103.3786,4.184956,28.28258,5.064416
30.10629,103.0213,4.558889,56.40974,5.067042
30.1023,103.0868,4.805273,31.10462,5.129636
30.09267,104.706,2.949039,51.06746,4.740883
30.09607,105.0144,3.306328,51.30408,4.759368
30.09878,105.491,2.786836,24.57708,4.671915
30.09644,106.1387,2.247929,37.0399,4.488809
30.09619,106.2187,1.748442,36.12317,4.622403
30.1178,104.9843,2.440553,41.99252,4.928041
30.15842,103.9062,3.671148,46.8764,5.165248
30.30271,103.008,6.581483,35.21312,5.978878
30.18874,104.9071,4.903006,36.1723,5.320838
30.17274,104.7182,3.677919,41.87041,4.998174
30.18334,104.1051,3.923481,29.9847,5.712572
30.19965,103.9925,4.445479,49.17987,5.321713
30.18711,103.7769,4.69354,36.27399,5.352594
30.19227,103.6414,4.947219,43.64106,5.163734
30.181,103.6605,5.111247,41.36214,5.497953
30.17785,103.6506,5.114739,49.74269,5.66034
30.27797,103.3321,5.633595,39.43261,5.770767
30.21571,104.0963,4.595685,36.35599,5.385351
30.22376,104.129,4.565327,39.90713,5.159573
30.21915,103.2088,5.275845,61.79596,5.959123
30.21045,103.2597,5.207798,41.54118,5.366522
30.22321,103.3633,5.360949,38.57831,5.157264
30.22492,103.6197,5.045654,37.34108,5.674106
30.19352,104.3158,4.447463,54.01052,5.048517
30.20629,104.5028,4.218238,42.07015,5.052302
30.1867,103.8985,4.00696,29.89985,5.226241
30.19577,103.7723,5.092122,50.48134,5.512947
30.26089,103.7449,5.539043,44.31413,5.883653
30.25817,103.7953,5.518837,36.17927,5.4635
30.2056,103.7557,5.104246,34.55364,5.150143
30.23066,103.7129,5.157258,36.52637,5.77778
30.17705,104.3441,4.167934,42.08682,5.135852
30.11622,104.3517,4.007418,36.55414,3.827974
30.03745,93.47335,5.861542,58.54477,4.048961
30.08772,95.13876,5.815311,44.88423,4.27412
30.13528,95.45382,6.16991,44.54636,4.457269
30.12523,96.32909,5.964107,40.07108,4.418079
30.07813,96.72684,5.283734,45.4087,4.296031
30.12381,94.09683,5.982988,74.06336,4.475386
30.24216,94.7683,6.669245,45.3015,4.594254
30.35335,96.84236,6.964856,66.75447,5.540505
30.30438,95.74787,6.958096,46.24722,4.855962
30.07702,93.80463,5.902205,42.10971,4.237855
30.06062,94.38408,5.701684,35.73828,4.310782
30.19045,94.90215,6.387042,49.68888,4.565364
30.28891,95.30881,6.979182,35.52442,4.840566
30.10933,94.21427,6.128859,48.77719,4.388988
30.17668,95.91171,5.987233,37.998,4.641412
30.18081,96.24809,5.982367,35.83232,4.125252
30.02948,92.79859,5.732501,37.62281,4.468591
30.13584,95.04301,5.885218,45.47847,4.351167
30.14729,96.89793,5.470222,46.27112,4.612359
30.15721,96.88811,5.747277,43.6791,4.423115
30.15381,97.02373,5.565147,39.45427,4.480764
30.18101,96.13837,6.311906,27.10235,4.704158
30.20649,96.39848,6.850159,49.94717,4.690471
30.21369,96.4955,7.0185,36.60522,4.841214
30.22986,96.96098,7.147439,38.22236,5.124146
30.17768,96.90984,6.221731,62.26481,4.786838
30.17267,96.81401,6.408222,36.06989,4.946513
30.13172,96.87069,5.44152,37.98516,4.664229
30.15313,96.8371,6.187212,48.65216,4.608387
30.11347,96.69874,5.488929,38.61894,4.364519
30.11491,96.55637,5.707923,37.3964,4.527355
30.12942,96.67294,6.217538,28.52833,4.798005
30.11843,96.73521,6.247841,62.12882,4.442392
30.12513,96.80464,6.802231,49.34745,4.693537
30.11535,96.76556,6.458469,48.64505,4.484858
30.10559,96.75877,6.476019,34.22215,4.436916
30.09906,96.74307,6.511582,41.27471,4.405402
30.08057,96.58511,6.256418,42.93535,4.523302
30.06956,96.58836,6.314199,28.83578,4.577585
30.06189,96.54224,6.258671,48.6617,4.372853
30.05197,96.50452,6.181547,52.63942,4.378991
30.03574,96.35025,6.029591,28.00732,4.43208
30.03061,96.3243,6.076773,40.85684,4.192302
30.02161,96.00417,5.756648,48.97081,4.24463
30.00702,96.03119,5.768934,36.35055,4.36288
30.00027,95.84959,5.501932,27.90478,4.431209
29.99479,95.59919,5.088949,32.01743,4.311779
29.98558,95.85387,5.356683,63.47894,4.331696
29.97197,95.91604,5.322242,24.58101,4.025718
29.96489,95.91202,5.177394,39.7905,4.300629
29.96077,96.04783,5.149692,41.03241,4.146028
29.95326,96.0525,4.893633,51.78199,4.431539
29.94397,96.18257,4.875933,34.81561,4.193648
29.94043,96.13898,4.819217,44.36585,4.232405
29.9313,96.17268,4.751109,50.5629,4.31588
29.92755,96.14342,4.658602,33.60364,4.305802
29.91539,96.17836,4.655005,36.98908,4.286465
29.91478,96.25827,4.619031,37.83788,4.116884
29.91128,96.30518,4.575406,39.58311,4.358268
29.90528,96.61872,4.527631,33.17217,4.155885
29.9055,96.93797,4.522237,35.0727,4.332901
29.89456,97.04328,4.555279,28.96134,4.311666
29.88872,97.25452,4.540988,33.49732,4.295945
29.88728,97.23398,4.445282,38.57134,4.404007
29.86293,97.1319,4.531267,51.43433,4.490125
29.86694,97.22594,4.350855,37.39025,4.356109
29.86203,97.04638,4.487237,34.86331,4.436371
29.85569,97.07037,4.413379,53.92393,4.357296
29.84721,97.01742,4.453691,55.50819,4.416575
29.84583,96.98977,4.384028,30.19317,4.762733
29.83368,96.9729,4.421951,39.07217,4.408034
29.81796,96.87225,4.438327,33.38507,4.445961
29.80751,96.90561,4.176627,45.23331,4.277993
29.80577,96.8736,4.349753,40.21219,4.213737
29.79905,96.89613,4.301463,36.09931,4.453532
29.78693,96.77264,4.138927,34.81701,4.33455
29.78533,96.77445,4.159657,42.18233,4.360289
29.77545,96.79149,4.176977,41.03525,4.484664
29.75225,96.73283,4.075292,39.51613,4.234177
29.74855,96.71482,3.974583,50.65112,4.464724
29.74219,96.72015,4.066904,45.99981,4.404321
29.74713,96.76508,3.943583,45.145,4.53019
29.7334,96.7523,3.968829,40.7303,4.416072
29.72503,96.77471,3.901662,45.54895,4.577031
29.70351,96.72361,3.663869,29.69294,4.256258
29.69922,96.75036,3.649487,59.96111,4.602898
29.6978,96.71764,3.562798,31.34804,4.559599
29.6871,96.65173,3.591344,41.14611,4.046479
29.67198,96.57815,3.685746,48.6939,4.313746
29.66736,96.66853,3.538966,33.20198,4.208669
29.65796,96.69576,3.658737,40.07582,4.260953
29.65307,96.62257,3.348568,29.55663,4.131474
29.64382,96.54813,3.681082,48.28094,4.238924
29.6367,96.59666,3.581882,34.55081,4.371266
29.61567,96.52106,3.672574,42.05719,4.579801
29.61625,96.55395,3.578522,36.56087,4.322999
29.6089,96.51899,3.527403,44.74261,4.363789
29.6112,96.56916,3.461293,30.35411,4.370683
29.60687,96.46355,3.569648,29.44854,4.329123
29.60159,96.48132,3.55037,38.0038,4.733243
29.60274,96.50668,3.556248,26.82393,4.503138
29.60655,96.52096,3.605991,30.39332,4.609029
29.60754,96.48568,3.550886,37.42887,4.793157
29.60984,96.48907,3.540312,38.40151,4.784711
29.60244,96.59438,3.358111,29.5367,4.537048
29.59865,96.74963,3.23857,36.64211,4.604702
29.59145,96.53004,3.268012,55.10319,4.197899
29.57951,96.50531,3.487495,28.41865,4.221765
29.55821,96.61224,3.246311,43.15102,3.942163
29.5615,97.02724,3.024967,29.76977,4.178398
29.52785,98.41824,3.162272,41.53286,4.123342
29.53224,98.20139,3.159946,27.36868,4.370169
29.54395,97.5994,3.359794,37.84434,4.165165
29.53899,97.84306,3.307766,43.00943,4.143103
29.54047,97.89854,3.388988,50.63395,4.16
29.55545,97.37238,3.596813,41.71486,4.226842
29.57967,97.13273,3.834371,59.33278,4.458245
29.60668,97.13769,3.7716,32.3875,4.693502
29.62732,97.0667,4.134505,33.7124,4.460422
29.65283,96.93571,4.251095,34.18777,4.919763
29.65781,96.91724,4.319484,47.19772,4.601799
29.66914,96.96259,4.127891,35.72565,4.716633
29.66292,96.96313,4.152782,31.44879,4.76071
29.64735,96.9455,4.087054,56.01509,4.789154
29.67188,96.93447,3.970447,41.52272,4.841304
29.64599,96.96956,3.973867,33.07621,4.553304
29.62934,97.19435,3.857578,67.85968,4.325209
29.63835,97.20223,3.971704,27.19183,4.509512
29.66973,96.78883,4.254378,38.14447,4.874195
29.70181,96.75813,4.596431,34.11084,5.000402
29.68298,96.85017,4.430898,45.5811,4.647099
29.67403,96.72327,4.351188,45.40138,5.360423
29.69064,96.5983,4.489224,38.73927,5.129836
29.71956,96.59244,4.834809,60.78751,4.848942
29.74543,96.63865,4.857451,38.61372,4.876899
29.73763,96.78628,4.577867,40.29217,4.811943
29.70701,96.79952,4.524104,35.46372,5.221863
29.73995,96.56413,5.020284,35.25703,5.256909
29.72403,96.2413,5.049541,52.0667,5.562508
29.69997,96.47449,4.732332,32.70817,5.056376
29.70144,96.4465,4.565497,50.75563,4.974669
29.70618,96.31021,4.882159,34.41475,5.233132
29.73978,96.16298,5.247041,46.54242,5.306787
29.77074,96.24986,5.377166,57.90575,5.648155
29.7718,96.4155,5.360797,47.59724,5.834912
29.78379,96.25647,5.452121,33.7797,5.742957
29.77642,96.24628,5.554119,34.15157,5.451168
29.81232,96.14236,5.945614,53.42884,5.849188
29.84824,96.1284,6.207088,50.71287,6.114625
29.84757,96.04635,6.225791,52.33939,6.046689
29.85544,96.05032,6.24094,34.44774,6.034077
29.7711,96.39476,5.357672,41.61637,5.469714
29.74108,96.29639,5.130332,65.9075,5.484086
29.75117,96.64455,4.973052,51.96216,5.017724
29.76613,96.88007,5.14244,53.42743,5.110071
29.80122,96.85306,5.087456,37.65863,5.098712
29.84055,96.41884,5.678028,62.12809,5.579154
29.73183,96.92004,4.650536,76.5478,5.164013
29.86042,96.32957,5.991595,73.06834,6.483597
29.88226,96.42914,6.200197,56.47159,6.466337
29.90319,96.49046,6.367826,39.58757,6.20022
29.84446,96.60649,5.559949,41.30579,5.605188
29.86166,96.66141,5.008745,52.93771,6.116197
29.9102,96.52263,5.916086,60.71173,6.000972
29.93087,96.36208,5.902571,61.29586,6.537831
29.89159,96.50156,6.235246,43.90491,6.078946
29.78932,96.78729,4.927926,49.6455,5.415691
29.82657,96.80549,5.298823,63.6105,5.484109
29.90691,96.50046,5.800203,42.1199,6.062744
29.8621,96.74054,5.619101,39.36847,5.777927
29.85172,96.61337,5.261586,49.34987,5.743805
29.92848,96.66931,5.737024,58.18503,6.399952
29.85732,96.69139,5.200887,59.74971,6.247436
29.98087,96.65176,6.018478,47.00516,6.198631
29.95233,96.73674,5.677068,51.48055,5.923942
29.90433,96.6716,5.219836,36.88556,5.927112
29.91203,96.62186,5.709988,72.59421,5.996502
29.87605,96.62556,5.489827,43.34018,5.669714
29.77889,96.9698,4.741933,82.68513,5.495749
29.85139,96.75874,4.871084,55.42002,5.425355
29.84724,96.73039,4.921097,55.45538,6.01197
29.86724,96.9401,4.934379,49.68821,5.622707
29.8441,97.10298,4.670531,51.36008,5.507527
29.87891,96.95064,4.94369,42.29033,5.520483
29.86321,97.17826,4.350826,55.03138,5.744954
29.88912,97.05858,4.777686,47.96471,5.664293
29.95106,97.17872,5.354468,48.14926,5.63017
30.00538,97.04919,5.41979,58.71723,5.623914
29.90586,97.26835,4.724773,50.70808,5.306863
29.9473,97.18881,4.84028,65.93095,5.326219
29.96131,97.14811,5.188658,39.92949,5.432613
29.90077,97.26201,4.697232,44.22226,5.181542
30.0433,97.05102,5.53368,45.79357,5.545876
29.93607,97.64169,4.694061,35.27671,5.044991
29.91509,97.33324,4.336475,56.86525,4.936714
29.95044,97.6619,4.625107,51.64843,5.091711
29.97225,97.3337,5.111668,45.59203,4.725402
29.91241,97.56194,4.314028,39.8411,4.820037
30.09133,98.15771,5.429031,33.73938,4.844281
30.18493,98.31723,4.988802,38.75068,4.922135
30.0517,99.07298,3.719527,37.66559,4.293963
29.98829,99.68053,3.189801,29.12842,4.533978
30.01309,98.78494,3.954089,40.7156,4.367025
29.89452,98.67731,3.543138,41.77839,4.551995
30.06047,98.37215,3.633028,41.80901,4.791308
29.97465,98.53416,3.653883,36.76809,4.640138
30.16543,98.75533,4.065643,34.71753,4.656013
29.97195,98.7052,4.63855,39.13167,4.215494
30.23446,98.36122,5.657363,40.56952,4.839048
29.81075,99.04382,2.903853,43.61419,4.490791
29.92837,98.6661,3.923204,42.06156,4.503896
29.94446,98.47076,4.565625,28.06927,4.204901
29.91094,98.7537,3.739195,36.40581,4.420228
30.16249,98.38591,5.013063,48.98809,4.461007
30.07938,98.18689,5.523347,33.61611,4.632862
29.90457,98.81841,3.612433,42.20221,4.570085
29.97177,98.43297,4.351631,33.52742,4.357535
30.02011,98.44132,5.239575,30.3563,4.402684
30.1616,98.1932,5.523374,38.37197,4.802551
30.06781,98.47942,4.984517,32.30141,4.330809
30.13312,98.35339,4.428482,44.26065,4.549946
30.17148,98.21052,5.798915,50.58162,4.197789
30.1747,98.09008,5.601594,40.10214,4.319174
30.13174,98.36234,5.49354,34.82681,4.372835
30.01606,98.71348,5.005669,33.93699,4.051433
30.27218,97.65067,5.628175,32.06775,4.606669
30.18786,97.91105,5.954032,43.20775,4.654355
30.05424,98.49587,5.807723,45.40742,4.483223
30.03773,98.06491,4.825102,30.48504,4.688296
30.19365,97.65206,7.06384,41.39955,4.616661
30.17589,97.45502,6.382724,36.02961,4.866077
30.16138,97.53493,6.952419,30.74621,4.914018
30.0406,98.03371,5.220212,23.66512,4.85258
30.17954,97.16568,6.777547,49.30455,4.99568
30.11582,97.42724,6.203537,38.45431,4.49118
30.07468,97.3756,6.098887,37.83366,4.660053
30.04141,97.65358,6.001618,34.30722,4.771457
30.14077,96.93813,7.702497,37.99896,4.694265
30.09806,97.02115,7.179407,36.34217,4.508142
30.00619,97.39397,5.567029,31.81434,5.017345
29.95842,97.23306,5.798077,34.18452,4.753323
29.98048,97.00452,6.065976,55.43522,4.944141
29.96283,97.21975,6.18298,51.40009,5.077055
30.00643,96.94621,6.743136,35.40912,5.263861
30.00405,96.62315,7.443529,278.4925,6.395576
29.9901,96.8873,6.75073,44.12378,5.457298
29.94465,96.97847,6.641515,34.82646,5.28299
29.99597,96.56117,7.404483,48.5429,5.989835
29.9874,96.68965,7.16358,47.38727,5.557701
29.98203,96.59133,7.501145,48.48576,5.646117
30.00596,96.59216,7.361259,45.70037,5.762636
29.95352,97.00054,6.130948,33.14416,5.247765
29.98128,96.85204,6.797162,43.66618,5.310168
29.99251,102.5469,6.911046,28.43426,5.233864
30.01731,96.49583,7.077561,51.31281,6.021676
29.96552,97.07988,6.352308,25.54858,5.48441
29.9161,97.23509,5.306155,721.8914,5.214738
29.95658,97.36777,5.458815,44.12347,5.181628
30.00839,97.96562,6.079328,32.09806,5.224077
30.0159,97.75549,5.831079,25.12439,5.411111
30.0278,97.76659,6.453042,33.60498,5.498767
30.03388,98.37003,6.373372,36.72276,5.534958
30.03987,99.80099,6.277845,28.92911,5.310192
30.07533,98.18579,6.579684,26.82199,5.339754
30.06936,98.43369,6.238681,39.40541,5.188023
30.06488,98.37136,5.76439,40.30002,5.303478
30.05681,98.41724,5.617323,36.97903,5.068376
30.05302,98.40691,5.015613,41.95472,5.142962
30.01813,98.45676,5.11256,29.04888,4.901028
30.10789,99.25259,4.964778,34.88281,4.975142
30.11905,98.94788,5.431791,31.53677,5.057806
30.16786,98.82765,5.507344,49.30157,5.25712
30.08375,98.80511,5.405068,31.69497,4.835362
30.08312,99.076,4.665564,28.89958,4.635802
30.04617,99.0456,4.175135,40.14487,4.664828
30.04063,98.90573,4.154979,34.10262,4.571717
30.11241,98.87405,4.933606,30.78326,5.138116
30.15588,98.85281,5.74437,42.75066,5.056356
30.1868,110.2383,6.384683,32.9204,5.388491
30.15698,98.57003,6.196797,36.9852,5.277726
30.16177,98.48287,6.258574,44.65193,5.787211
30.07393,102.5639,5.124064,48.0122,5.213427
30.11714,98.84019,5.481191,39.78545,5.699473
30.13554,114.8664,5.890509,57.11888,5.737611
30.04177,98.8924,4.769743,34.31734,5.354127
30.1067,98.52336,5.657079,37.44762,5.907346
30.15557,98.56734,6.154189,33.64952,5.68328
30.22513,111.8127,6.902224,43.57253,7.430114
30.28895,98.30786,7.733797,33.04704,7.323448
30.1759,105.8058,6.534109,69.93808,6.846904
30.1081,98.78218,5.535874,39.82044,7.007328
30.14161,98.62334,5.759694,70.28504,6.545349
30.20049,103.3617,6.107025,58.97857,6.917888
30.23367,104.0992,6.827429,51.02748,6.244112
30.10278,99.71834,4.836921,43.03016,5.871583
30.23909,98.36236,6.562841,52.7836,6.974012
30.14573,102.4227,5.801219,57.39071,6.011033
30.20434,104.0579,6.498703,65.4446,6.676695
30.59916,98.94388,9.229024,59.77952,7.001704
30.93883,100.9613,8.968193,49.99051,6.629212
30.23118,98.63771,5.927485,56.29718,6.330679
30.19702,98.37617,6.440077,46.98141,6.237864
30.15989,98.31223,6.185529,47.7011,6.167765
30.19664,98.22023,6.05331,74.63591,6.341713
30.32076,97.83283,7.453385,42.09762,7.090604
30.31914,98.04475,7.320908,43.57394,6.769949
30.44039,98.01201,8.675937,54.86787,6.756428
30.57009,98.6885,8.567699,56.2961,6.977287
30.5824,98.73662,8.40864,56.79886,6.943893
30.44749,98.11485,8.380054,73.86382,6.666222
30.43855,98.72955,8.380462,57.33521,7.053758
30.33172,99.01622,7.843668,94.57706,6.763408
30.22416,98.69405,6.48776,47.42659,6.623668
30.18438,98.78189,6.042428,56.17601,6.233845
30.21053,98.87709,5.683991,62.17156,6.092527
30.29595,99.04238,6.896123,41.90635,6.182596
30.32521,99.05183,6.57569,69.59249,6.352656
30.39845,98.887,7.297302,53.94036,6.488844
30.35771,99.03157,6.373616,46.58452,6.487978
30.30639,99.19305,6.268465,58.89207,6.394163
30.43312,99.07581,7.614515,112.6105,6.346535
30.44598,99.15406,7.642676,51.71624,6.957699
30.34441,99.18921,6.86708,73.70132,6.596967
30.38126,99.42243,6.752159,71.32853,6.243803
30.31387,99.13928,6.254653,51.75221,6.299076
30.30039,99.15936,6.187485,58.57021,6.048029
30.40623,99.03973,7.523579,65.30908,6.20675
30.43836,99.25517,7.000852,62.60556,6.194137
30.48316,98.98212,7.718246,61.00046,6.120802
30.36752,99.15682,6.493147,59.54195,5.788214
30.31796,99.03599,6.545625,75.42313,5.769297
30.03852,99.7347,3.223266,60.15709,5.424202
30.40356,98.78594,5.249539,48.41934,5.360837
30.56541,98.16199,5.604381,46.43516,5.09319
30.75442,97.73248,7.410606,66.12247,5.19012
30.47592,98.69141,5.688098,63.48986,5.357834
30.45041,98.87462,6.32379,56.19686,5.420018
30.35453,98.95328,5.680058,68.10015,5.534605
30.39943,98.55332,5.062179,55.92385,5.247451
30.26128,98.85111,4.759653,61.47726,5.136625
30.41,98.48286,5.737658,63.13926,4.952932
30.58354,98.22549,7.012632,61.87611,4.989325
30.69069,97.55457,8.028172,61.85034,5.378032
30.71966,97.33133,7.452175,89.03184,5.37606
30.35165,98.55739,5.824243,69.11023,4.698793
30.25555,99.10191,4.58663,65.09832,4.986334
30.70444,97.13482,7.958158,62.40599,4.835056
30.42041,98.55155,6.224266,54.67237,5.063263
30.52139,97.97596,6.767316,74.49265,5.030872
30.53116,97.70232,7.104742,84.05023,5.206371
30.47061,98.06832,6.350673,58.30949,4.949609
30.60475,97.45719,7.397403,58.76069,5.106056
30.46887,98.04784,6.530652,61.15363,4.989907
30.43656,97.89722,6.675599,61.71679,4.881928
30.54224,97.51952,7.199926,50.41268,5.038365
30.37718,98.58434,6.832059,57.21321,4.984075
30.37517,98.09926,5.930508,57.09637,5.146856
30.45687,97.5489,7.187498,49.34117,5.028369
