Temperature,Specific conductance,Dissolved oxygen,pH,Turbidity,Chlorophyll
22.2,229,9.4,9,0.6,2
22.3,229,9.4,9,0.6,1.6
22.6,229,9.4,9,0.5,1.8
22.7,229,9.4,9,0.6,2.2
23.1,229,9.4,9,0.5,1.6
23,229,9.5,9,0.5,1.5
23,230,9.5,9,0.5,1.6
23.2,230,9.5,9,0.6,2.2
23,230,9.4,9,0.7,1.7
23,230,9.3,9,0.6,1.8
22.8,230,9.3,9,0.6,2.1
22.3,230,9.6,9,0.8,3
22.5,230,9.4,9,0.7,2.8
22.4,230,9.3,9,0.6,2.7
22.4,230,9.4,9,0.6,2.5
22.4,230,9.3,9,0.6,2.3
22.4,230,9.2,9,0.6,2.5
22.3,230,9.2,9,0.6,2
22.2,230,9.1,9,0.5,1.8
22.3,231,9,9,0.9,2.3
22.2,230,9,9,0.6,1.8
22.2,231,9,9,0.6,1.7
22.1,231,9,9,0.6,1.3
22.1,231,8.9,9,0.7,1.5
22.1,231,8.9,9,0.6,1.6
22.2,231,9,9,0.6,1.5
22.1,230,9.2,9,0.8,1.6
22.1,230,9.3,9,0.7,1.8
22.1,230,9.3,9,0.7,1.8
22.2,230,9.4,9,0.8,1.8
22.2,230,9.4,9,0.8,2
22.3,230,9.4,9,0.8,2
22.3,230,9.3,9,0.7,1.8
22.1,230,9.3,9,0.8,2
22,230,9.3,9,0.8,2.2
21.9,230,9.2,9,0.7,2.3
21.8,231,9.2,9,0.8,1.8
21.8,231,9.1,9,0.7,8.5
21.7,231,9.1,9,0.8,2.3
21.7,230,9.1,9,0.8,2.5
21.6,230,9,9,0.7,2.1
21.6,230,9,9,0.8,2.8
21.5,230,9,9,0.7,2.3
21.4,230,9,9,0.8,2.1
21.4,230,9,9,0.7,2.7
21.3,230,9,9,0.9,2
21.3,230,9,9,0.8,1.8
21.4,230,9,9,6.1,3.8
21.6,230,9.1,9,0.9,2
21.7,230,9.1,9,0.8,1.3
21.7,230,9.2,9,0.8,2.1
21.9,231,9.2,9,0.7,1.6
22,231,9.3,9,0.8,1.2
22,231,9.3,9,0.9,1.5
22.1,230,9.2,9,0.7,1.6
22.3,230,9.1,9,0.6,1.7
21.7,230,9.4,9,0.9,1.5
21.6,229,9.5,9,0.9,1.5
21.4,229,9.3,9,1,1.9
21.4,230,9.2,9,0.9,2.5
21.4,230,9.1,9,0.8,2.8
21.6,231,9,9,0.8,2
21.6,230,9.1,9,0.6,1.8
21.6,230,9,9,0.7,1.6
21.6,230,9,9,0.7,1.7
21.5,230,9,9,1,1.8
21.4,230,8.9,9,0.8,1.6
21.4,230,8.9,9,0.7,1.8
21.3,230,8.9,9,0.7,1.7
21.2,230,8.9,9,0.7,1.3
21.2,230,8.9,9,0.8,1.5
21.4,231,8.9,9,0.6,2
21.6,231,8.9,9,0.6,1.8
21.6,231,9,9,0.7,1.1
21.9,231,9,9,0.8,1.2
22,231,9,9,0.7,1
22.2,231,9,9,0.6,1.2
22.4,231,9.1,9,0.6,1.2
22.6,231,9.1,9,0.6,1
22.5,231,9.1,9,0.7,1
22.6,231,9.1,9,0.7,1.4
22.4,231,9.1,9,0.7,1.2
22.3,231,9,9,0.7,1.4
22.2,231,9,9,0.7,2
22.1,231,9,9,0.7,1.4
22,231,9,9,0.7,1.9
22,231,8.9,9,0.5,1
21.9,231,8.9,9,0.7,2.7
21.8,231,8.9,9,0.6,1.2
21.7,231,8.9,9,0.6,1.7
21.6,231,8.9,9,0.7,1.4
21.5,231,8.9,9,1,1.7
21.5,231,8.9,9,0.7,1.5
21.4,231,8.8,8.9,0.6,1.5
21.4,231,8.9,9,0.6,1.5
21.5,231,8.9,9,0.6,0.7
21.6,231,8.9,9,0.9,1.6
21.8,231,8.9,9,1.1,1
21.9,231,9,9,0.8,1.5
21.6,231,9.1,9,0.8,1.3
21.4,232,9,8.9,0.8,1.7
21.7,232,8.9,8.9,0.8,1.5
21.9,231,9.1,9,0.9,1.3
22,232,9,8.9,0.7,1.2
21.8,232,9.1,8.9,0.8,1.2
21.9,232,9,9,0.9,1.4
21.6,232,9,8.9,0.7,1.4
21.5,232,9,9,0.8,2.4
21.6,232,9,9,0.8,1.7
21.7,232,9,9,1,1.4
21.6,232,9,8.9,0.8,1.3
21.6,232,8.9,9,0.8,1.2
21.5,232,8.9,9,0.7,1.7
21.4,232,8.9,9,0.8,1.6
21.4,232,8.9,8.9,0.7,1.7
21.4,232,8.9,8.9,0.8,1.5
21.3,232,8.8,8.9,0.7,1.9
21.2,232,8.8,8.9,0.8,1.4
21.3,232,8.9,8.9,0.6,1.4
21.4,232,8.9,8.9,0.7,1.6
21.5,232,8.9,8.9,0.7,1.4
21.7,232,9,8.9,0.5,0.9
21.8,232,9,9,0.6,1.4
21.9,232,9,9,0.7,1.2
22,232,9,9,1,1.4
22.4,233,9,8.9,0.6,1.2
22.2,232,9.1,9,0.8,1.1
23,235,8.9,8.9,1,1.4
22.6,233,9.1,8.9,0.5,1.4
22.1,232,9.2,9,0.8,2.8
21.9,232,9.2,9,0.6,1.2
21.7,232,9.1,9,0.7,1.7
21.8,233,9.1,9,0.8,1.4
21.7,233,9,9,0.6,1.2
22.2,233,9,8.9,0.8,1.2
22.1,233,9,8.9,0.7,1.4
22.2,233,9,8.9,0.7,1.2
22.1,233,9,8.9,0.7,1.5
22,233,8.9,8.9,0.7,2.6
21.9,233,8.9,8.9,0.7,1.9
21.8,233,8.9,8.9,0.6,1.4
21.7,233,8.9,8.9,0.8,1.7
21.7,233,8.9,8.9,0.8,1.4
21.7,233,8.9,8.9,0.8,1.4
21.7,233,8.9,8.9,0.8,1.5
21.7,233,8.9,8.9,0.8,1.2
21.9,233,8.9,8.9,0.9,1.2
21.8,233,8.9,8.9,0.9,1.5
22.1,233,8.9,8.9,1.4,1.5
22.1,234,9,8.9,1,2.3
22.3,234,9,8.9,0.9,1.7
22.2,233,9.1,9,0.8,1.4
22.1,233,9.1,9,1.2,2.2
22.1,233,9.1,9,0.8,1.7
22.1,233,9.1,9,0.8,2.1
22,233,9.1,9,0.7,2.8
22,233,9.1,9,0.9,2.1
21.9,233,9,9,1.4,1.8
21.9,233,9,9,1.1,1.6
21.9,233,9,9,0.9,2.1
21.9,234,9,8.9,0.9,1.9
21.8,234,8.9,8.9,0.9,2.3
21.8,234,8.9,8.9,0.8,1.8
21.7,234,8.8,8.9,0.9,1.7
21.6,234,8.8,8.9,0.9,1.7
21.6,234,8.8,8.9,0.9,1.7
21.6,233,8.8,8.9,0.9,2.5
21.6,233,8.8,8.9,1.4,1.7
21.7,233,8.8,8.9,0.9,1.6
21.8,233,8.9,8.9,0.8,1.8
21.8,233,8.9,8.9,0.9,1.6
21.9,233,8.9,8.9,0.8,1.6
22,233,9,8.9,0.9,1.7
22,233,9,8.9,0.9,1.5
22,233,9,8.9,0.8,2.1
22.1,233,9,8.9,0.9,1.9
22,233,9,8.9,0.9,2.3
22,234,9,8.9,0.9,1.9
21.8,233,9,8.9,1,2.1
21.7,233,9,8.9,1,2.2
21.6,234,8.9,8.9,0.9,2.7
21.6,233,8.9,8.9,1,2.7
21.5,233,8.9,8.9,1,2.2
21.5,233,8.9,8.9,2.5,2
21.5,233,8.8,8.9,0.8,1.6
21.4,234,8.8,8.9,2.6,2.5
21.4,234,8.7,8.9,0.8,2.1
21.4,234,8.7,8.9,1.1,2.3
21.3,234,8.7,8.9,1.2,1.9
21.3,234,8.7,8.9,1,2
21.3,234,8.7,8.9,1.2,1.8
21.3,234,8.7,8.9,0.9,2
21.4,234,8.7,8.9,0.9,1.7
21.4,234,8.8,8.9,1.1,1.7
21.6,234,8.8,8.9,1,1.9
21.6,234,8.9,8.9,1.2,1.8
21.6,234,8.9,8.9,2.5,1.6
21.7,234,8.9,8.9,1.2,1.9
21.8,234,8.9,8.9,1,1.8
21.8,234,8.9,8.9,1.1,1.9
21.7,234,8.9,8.9,1,1.9
21.7,234,8.9,8.9,1.2,2.1
21.6,234,8.8,8.9,1,2.1
21.5,234,8.8,8.9,1.1,2.2
21.5,234,8.8,8.9,1.1,3
21.5,234,8.7,8.9,1.1,2.1
21.4,234,8.7,8.9,0.9,1.9
21.4,234,8.7,8.9,1.2,2.7
21.4,234,8.7,8.9,1,1.8
21.3,234,8.6,8.9,1,2.1
21.3,234,8.6,8.9,0.8,1.9
21.2,234,8.6,8.9,2,2.9
21.2,234,8.6,8.9,1.1,1.8
21.1,235,8.6,8.9,0.8,1.2
21.2,235,8.6,8.9,0.8,1.8
21.2,235,8.6,8.9,0.9,4.7
21.3,234,8.7,8.9,1,2.1
21.5,235,8.8,8.9,1,1.4
21.5,235,8.8,8.9,0.8,1.8
21.6,235,8.9,8.9,0.8,2.5
21.9,235,8.9,8.9,1.1,1.8
22,235,9,8.9,1.5,1.6
21.9,235,9,8.9,0.9,1.4
21.8,234,9,8.9,0.8,1.6
21.9,235,9,8.9,1,1.6
21.6,234,9,8.9,1.2,1.4
21.6,235,8.9,8.9,0.9,2
21.6,235,8.9,8.9,0.9,2.2
21.8,235,8.9,8.9,0.8,1.4
21.7,235,8.9,8.9,0.8,2
21.8,235,8.8,8.9,1.5,2
21.9,235,8.8,8.9,0.8,1.8
21.8,235,8.8,8.9,0.8,2.1
21.8,235,8.8,8.9,0.9,1.6
21.8,235,8.7,8.9,0.9,3
21.7,235,8.7,8.9,0.8,2.4
21.7,235,8.6,8.9,0.8,2.9
21.6,235,8.7,8.9,0.8,2.5
21.6,235,8.7,8.9,2.2,1.3
21.7,235,8.7,8.9,1.7,1.8
21.8,235,8.8,8.9,1.2,1.3
21.8,235,8.8,8.9,1,2
21.8,235,8.9,8.9,0.9,2.2
22,236,8.8,8.9,0.9,1.6
21.9,235,8.9,8.9,0.9,1.8
22,235,9,8.9,0.9,2
21.8,235,9,8.9,0.9,1.8
21.7,235,9,8.9,1.2,2.4
21.8,235,9,8.9,0.9,1.2
22.2,236,8.9,8.9,0.8,1.3
22.2,236,9,8.9,0.7,1.8
22.1,236,8.9,8.9,0.7,2
21.9,236,8.9,8.9,0.7,1.7
21.9,236,8.9,8.9,1,2
21.8,236,8.9,8.9,0.9,1.6
21.8,236,8.8,8.9,0.9,2.5
21.8,236,8.8,8.9,0.9,1.8
21.7,236,8.8,8.9,0.8,2.5
21.6,236,8.8,8.9,0.9,2.2
21.5,236,8.8,8.9,0.8,2.2
21.5,236,8.8,8.9,0.9,3.3
21.4,236,8.8,8.9,0.9,2.4
21.5,236,8.8,8.9,0.8,1.8
21.6,236,8.8,8.9,0.9,2.8
21.6,236,8.9,8.9,0.8,2
21.8,236,8.9,8.9,0.9,1.8
21.7,236,9,8.9,1,1.6
21.9,236,9,8.9,1.1,1.6
21.9,236,9.1,8.9,0.7,1.8
21.9,236,9.1,8.9,0.8,1.4
22.1,236,9.1,8.9,1.1,2
21.8,235,9.2,8.9,1,1.8
21.8,235,9.2,8.9,0.9,1.8
21.8,236,9.2,8.9,0.8,2.2
21.9,236,9,8.9,0.9,1.8
21.8,236,9.1,8.9,0.8,2.4
21.8,235,9,8.9,1,3
21.8,235,9,8.9,0.9,2.4
21.7,235,9,8.9,0.8,2.2
21.7,235,9,8.9,0.9,2.4
21.6,235,8.9,8.9,1,2
21.5,235,8.9,8.9,1,2.1
21.5,235,8.9,8.9,1,2
21.4,235,8.8,8.9,1,2.4
21.4,235,8.9,8.9,1,2
21.4,235,8.9,8.9,0.9,2
21.4,235,8.9,8.9,0.9,2
21.5,235,8.9,8.9,0.9,2
21.6,235,8.9,8.9,1,2
21.7,235,9,8.9,0.9,1.6
21.9,235,9,8.9,3.7,2.2
22,235,9,8.9,0.8,1.8
22,235,9.1,8.9,0.8,1.5
22.1,235,9.2,8.9,0.7,1.6
22.1,235,9.2,8.9,0.8,1.3
22.1,235,9.2,8.9,0.9,1.8
22.4,236,9.1,8.9,0.9,2
22.2,236,9.1,8.9,1.4,2.9
22.1,236,9.1,8.9,0.9,2.2
22.2,236,9,8.9,1,2.8
22,236,9.1,8.9,0.9,2.5
22,236,9.1,8.9,0.9,2.6
22,236,9,8.9,0.9,2.8
22,236,9,8.9,1,2.6
22,236,9,8.9,1,3
22,236,9,8.9,1,2.2
22,236,8.9,8.9,1,3.6
21.9,236,8.9,8.9,3.6,3.2
21.9,236,8.9,8.9,1,2.8
21.8,236,8.9,8.9,1,2.2
21.8,236,8.9,8.9,1.1,2.6
21.9,236,8.9,8.9,0.8,2.6
22,236,8.9,8.9,1,2
22.1,236,9,8.9,0.9,2.4
22.3,236,9,8.9,0.8,2.2
22.2,236,9,8.9,1,2.5
22.1,236,9,8.9,0.9,2.2
22.2,236,9.1,8.9,0.9,2.1
22.2,236,9.1,8.9,0.9,2.5
22.2,236,9.1,8.9,0.9,4.1
22.2,236,9.1,8.9,1,2.6
22.1,236,9.1,8.9,0.9,2.8
22.1,236,9.1,8.9,1,3.2
22,236,9,8.9,1,4
22.1,237,9,8.9,1.2,4
22.1,237,9,8.9,1.1,4
22,237,9,8.9,1,3.8
22,237,8.9,8.9,1.3,3.8
21.9,237,8.9,8.9,1,3.4
21.9,237,8.9,8.9,1,2.7
21.9,237,8.9,8.9,1,3.4
21.8,237,8.9,8.9,1.1,4
21.8,237,8.8,8.9,1.1,3.2
21.8,237,8.8,8.9,1.2,2.8
21.8,237,8.8,8.9,1,2.5
21.9,237,8.9,8.9,0.9,2.4
22,237,9,8.9,1,3
22.2,237,9,8.9,1.1,2.7
22,237,9,8.9,0.8,2.4
22.1,237,9.1,8.9,1.1,2.4
22.2,237,9.1,8.9,0.9,2.1
22.2,237,9.1,8.9,1,2.7
22.5,237,9.2,8.9,1,3.1
23,237,9.2,8.9,0.8,2.7
22.4,236,9.3,8.9,1.3,2.1
22.7,237,9.3,8.9,1.1,3
22.9,237,9.2,8.9,0.9,3.1
22.8,237,9.2,8.9,0.9,3.8
23.1,238,9.1,8.9,0.8,4
23.2,238,9,8.9,0.9,2.5
23.3,238,9,8.9,0.8,3.1
23.3,238,9,8.9,0.8,4.4
23.2,238,9,8.9,0.8,7.9
23.1,238,9,8.9,0.8,3.6
23,238,8.9,8.9,1,2.8
22.9,238,8.9,8.9,0.8,3
22.9,238,8.9,8.9,0.8,3.4
22.8,238,8.9,8.9,0.9,2.4
22.8,238,8.9,8.9,0.9,3.2
22.9,238,8.9,8.9,0.7,3.7
22.8,238,8.9,8.9,0.8,2.7
22.8,238,9,8.9,2.5,2.5
22.9,238,9.1,8.9,0.7,3.3
23,238,9.1,8.9,0.9,2.3
23.3,238,9.2,8.9,0.8,2.1
23.4,238,9.2,8.9,0.9,2.1
24.8,239,9.1,8.9,0.8,3.4
25.4,240,9.1,8.9,0.9,2.5
25.5,240,9.1,8.9,3.1,3.4
24.9,239,9.2,8.9,0.9,2.7
25.3,240,9.1,8.9,0.9,2
25.2,240,9,8.9,0.8,2.1
25,239,8.9,8.9,0.8,2.4
24.9,239,8.9,8.9,0.7,3.2
24.8,239,8.8,8.9,0.7,2.3
24.6,239,8.8,8.9,0.7,2.1
24.4,239,8.8,8.9,0.7,2.3
24.3,239,8.8,8.9,0.7,2.7
24.2,239,8.7,8.9,0.8,3.3
24.2,238,8.6,8.9,0.6,2.7
24.2,238,8.7,8.9,0.7,2.8
24.1,238,8.7,8.9,0.8,2.5
24.1,238,8.8,8.9,2.1,3.1
24.2,238,8.7,8.9,0.7,2.5
24.2,238,8.8,8.9,0.6,3.3
24.4,238,8.8,8.9,0.7,2.7
24.5,238,8.8,8.9,0.6,2.3
23.8,237,9.3,8.9,0.7,2.1
23.3,236,9.4,8.9,1.3,2.9
23,236,9.6,9,1,2.7
23.3,237,9.5,9,0.9,3.3
23.8,237,9.3,8.9,0.9,3.5
24.3,238,9.1,8.9,0.9,3.9
24.1,238,9.1,8.9,1,4.1
24.1,238,9.1,8.9,1,4.3
24.1,238,9,8.9,1,4.9
24,238,9,8.9,1,5.5
24.3,238,8.8,8.9,1,4.7
24.4,238,8.7,8.9,1.4,4.3
24.1,238,8.7,8.9,1,3.9
24.1,238,8.7,8.9,1.1,2.9
24,238,8.6,8.9,1,3.2
23.9,238,8.7,8.9,1,3.3
23.8,238,8.7,8.9,1,4.3
23.7,238,8.7,8.9,0.9,3.3
23.7,238,8.7,8.9,0.9,4.4
23.7,238,8.7,8.9,0.9,3.1
23.9,238,8.8,8.9,1.5,3.3
23.9,238,8.9,8.9,1,3.1
24,238,9,8.9,0.8,3.1
24,238,8.9,8.9,0.9,2.8
24,238,8.9,8.9,1,3.1
24.1,238,8.9,8.9,1,3.7
24.3,238,8.9,8.9,1.1,3
24.4,238,8.9,8.9,1,3.6
24.6,238,8.9,8.9,0.9,3.3
24.7,239,8.9,8.9,0.8,3.3
24.8,239,8.8,8.9,0.8,3.8
24.8,239,8.8,8.9,0.8,3.6
24.6,239,8.8,8.9,0.8,3.9
24.4,238,8.8,8.9,0.8,2.6
24.2,238,8.8,8.9,0.9,3.1
24.3,238,8.7,8.9,0.8,3.7
24.2,238,8.7,8.9,0.8,3.5
24.1,239,8.7,8.9,0.8,3.2
24,238,8.7,8.9,0.9,4.2
24,239,8.6,8.9,0.9,3.8
24,239,8.5,8.9,0.8,4
24,239,8.6,8.9,0.9,4.3
23.9,238,8.7,8.9,0.9,3
23.9,239,8.7,8.9,0.8,4.2
24,238,8.7,8.9,0.9,4.3
24,238,8.7,8.9,1.2,4.8
24.1,238,8.8,8.9,1,3.9
24.2,238,8.8,8.9,0.9,3.4
24.4,239,8.8,8.9,0.8,3
24.4,238,8.9,8.9,0.8,3
24.4,238,9,8.9,0.9,3.5
24.7,239,9,8.9,0.8,2.6
24.8,239,9,8.9,0.8,2.8
24.5,239,9,8.9,0.9,2.5
24.5,239,9,8.9,0.9,3
24.3,239,9,8.9,0.9,2.6
24.3,239,8.9,8.9,0.8,3
24.3,239,8.9,8.9,1,3.4
24.3,239,8.9,8.9,0.9,3.4
24.6,239,8.8,8.9,0.8,3.6
24.5,239,8.8,8.9,1.1,3
24.4,239,8.8,8.9,0.8,3.4
24.4,239,8.7,8.9,0.8,3.1
24.4,239,8.7,8.9,0.9,3.8
24.3,239,8.6,8.9,0.8,3.8
24.2,239,8.6,8.9,0.8,3.8
24.1,239,8.7,8.9,0.9,3.2
24.2,239,8.7,8.9,0.8,4.2
24.3,239,8.8,8.9,0.9,3.8
24.5,239,8.8,8.9,0.9,2.8
24.7,239,8.8,8.9,0.6,2.2
24.8,239,8.9,8.9,0.8,2
25.1,240,8.9,8.9,1,3.2
25.4,240,9,8.9,0.7,1.8
25.3,240,9,8.9,0.8,2.3
25.2,240,9.1,8.9,0.8,2.2
25.2,240,9.1,8.9,0.8,2
25.3,240,9.1,8.9,0.8,3.1
25.1,239,9.1,8.9,0.9,2.3
24.8,239,9.1,8.9,0.9,2.5
25.1,240,9,8.9,0.9,4.2
25.3,240,9,8.9,0.8,4.8
25.3,240,8.9,8.9,0.9,3.2
25.4,240,8.9,8.9,0.9,3.8
25.3,240,8.9,8.9,0.9,3.4
25.2,240,8.8,8.9,0.9,3.3
25.2,240,8.8,8.9,0.9,3.4
25.1,240,8.7,8.9,0.9,4
25.1,240,8.7,8.9,0.8,5.2
25,240,8.7,8.9,0.9,3.6
25,240,8.7,8.9,1,3.2
25,240,8.7,8.9,0.9,2.7
25.1,240,8.7,8.9,0.8,3
25.3,240,8.8,8.9,0.9,3.4
25.4,240,8.9,8.9,0.9,3
25.4,240,8.9,8.9,0.8,2.4
25.4,240,9,8.9,0.9,2.8
25.4,240,9,8.9,0.9,2.2
25.1,239,9.1,8.9,0.9,2
24.8,239,9.4,8.9,1,2.2
25.1,239,9.4,8.9,1.3,3
25.8,239,9.1,8.9,1.1,2.8
26.2,239,9,8.9,1,2.8
26.1,239,9,8.9,1.1,3
26,239,9,8.9,1,3.6
25.9,239,8.9,8.9,1,3.2
25.8,239,8.9,8.9,0.8,3
25.8,239,8.8,8.9,0.8,3.4
25.7,239,8.8,8.9,0.8,3
25.6,239,8.8,8.9,0.9,3
25.6,240,8.7,8.9,0.8,3.1
25.5,239,8.7,8.9,0.8,3
25.4,239,8.6,8.9,1.2,4.2
25.3,239,8.6,8.9,1,3.4
25.2,239,8.7,8.9,0.8,3.6
25.2,239,8.7,8.9,0.9,3
25.4,239,8.7,8.9,0.9,2.6
25.4,239,8.8,8.9,0.9,3.6
25.7,240,8.8,8.9,1.2,2.6
25.9,240,8.9,8.9,0.9,2.8
25.8,240,8.9,8.9,0.8,2.6
26,240,9,8.9,0.8,2.4
26.1,240,9,8.9,0.8,2.2
26.4,240,9.1,8.9,0.9,2.6
26.6,240,9.1,8.9,0.9,2.4
26.5,240,9,8.9,0.9,2.6
25.9,239,9.1,8.9,1.1,2
25.4,239,9.4,8.9,1.1,3.6
25.8,239,9.2,8.9,1.1,5.2
26.1,239,9,8.9,0.9,4.3
26,239,9,8.9,1,4
25.9,239,9,8.9,0.9,3.5
25.8,239,8.9,8.9,1,3.4
25.8,240,8.8,8.9,1,3.5
25.7,239,8.8,8.9,0.9,3.5
25.6,239,8.8,8.9,0.9,3.7
25.6,240,8.8,8.9,2.4,3.7
25.5,239,8.7,8.9,1.3,3.7
25.4,239,8.8,8.9,1,3.9
25.4,239,8.8,8.9,1,3.4
25.6,239,8.9,8.9,1,3.8
25.6,240,8.9,8.9,0.9,2.9
25.8,240,8.9,8.9,0.9,3.9
25.8,239,9,8.9,0.8,3
25.7,239,9.1,8.9,1.7,3
25.8,239,9.1,8.9,0.9,3.1
25.9,240,9.1,8.9,1,2.8
25.9,239,9.3,8.9,1.1,3.9
26.1,240,9.3,8.9,1.1,3.3
26.2,240,9.3,8.9,1.3,3.9
26.1,240,9.1,8.9,1.1,4.2
25.9,240,9.1,8.9,1,4.1
25.9,240,9,8.9,1,4.7
25.8,240,9.1,8.9,1.2,4.8
25.7,240,9.1,8.9,1,3.5
25.6,240,9,8.9,1,4.1
25.6,240,8.9,8.9,0.9,3.3
25.6,240,8.8,8.9,0.9,3.9
25.5,240,8.8,8.9,1,3.9
25.4,240,8.8,8.9,0.9,3.7
25.3,240,8.8,8.9,0.9,3.7
25.3,240,8.8,8.9,1.4,3.5
25.2,240,8.8,8.9,0.9,3.7
25.2,240,8.8,8.9,0.9,3.7
25.3,240,8.9,8.9,0.9,3
25.3,240,8.9,8.9,1,3.1
25.4,240,8.9,8.9,1,3.1
25.5,240,8.9,8.9,0.9,3.3
25.7,240,8.9,8.9,0.9,3.1
25.8,240,9,8.9,1,3.3
25.8,240,9,8.9,1,3.3
25.9,240,9.1,8.9,1.1,3.7
26,240,9.1,8.9,1.1,4.4
25.9,240,9.1,8.9,1.1,6.3
25.8,240,9.1,8.9,1.2,4.7
25.7,240,9,8.9,1.1,4.1
25.6,240,9,8.9,1,5.6
25.7,240,9,8.9,1.3,6.1
25.6,240,8.9,8.9,1.3,5.6
25.6,240,8.8,8.9,1.3,4.5
25.5,240,8.9,8.9,1.1,4.8
25.4,240,8.8,8.9,1.2,5.3
25.4,240,8.8,8.9,1.3,4.8
25.3,240,8.8,8.9,1.3,4.6
25.2,240,8.8,8.9,1.2,4.8
25.2,240,8.7,8.9,1,5.2
25.1,240,8.7,8.9,1.4,4.3
25.1,240,8.8,8.9,1.4,4.3
25.2,240,8.8,8.9,1.1,6.1
25.3,240,8.9,8.9,1.1,4.6
25.4,240,8.9,8.9,1.2,3.5
25.5,240,8.9,8.9,1.1,3.9
25.6,240,9,8.9,1.1,3.5
25.5,240,9.1,8.9,1.2,3.1
25.8,240,9.1,8.9,1,3.1
25.8,240,9.2,8.9,1.1,3.3
25.8,240,9.3,8.9,1.1,3.6
25.8,240,9.3,8.9,1.1,4.1
25.7,240,9.2,8.9,1.1,3.5
25.6,240,9.1,8.9,1,3.8
25.8,240,9.1,8.9,1.2,4.6
25.8,241,8.9,8.9,1.2,4.6
25.8,241,8.9,8.9,1.1,4.4
25.7,241,8.9,8.9,1.1,3.7
25.7,241,8.8,8.9,1,4
25.7,240,8.7,8.9,1,5
25.6,240,8.8,8.9,1.1,3.8
25.5,240,8.8,8.9,1,4.1
25.4,239,8.8,8.9,1.2,3.7
25.3,239,8.7,8.9,1.1,4.2
25.2,239,8.7,8.9,1.4,3.4
25.3,239,8.7,8.9,1.1,3.3
25.3,239,8.8,8.9,1.2,3.7
25.4,240,8.7,8.9,1.2,3.1
25.5,240,8.8,8.9,1,3.4
25.4,239,8.8,8.9,1.2,3.1
25.4,239,8.9,8.9,1.3,3.2
25.5,239,9,8.9,1.3,3.1
25.3,239,9.1,8.9,1.4,2.5
26.2,240,8.9,8.9,1.5,2.7
26.3,240,8.9,8.9,1.2,2.5
26,240,9.1,8.9,1.3,4.2
25.8,240,9.1,8.9,1.3,4
25.8,240,8.9,8.9,1.1,3.5
25.4,239,9,8.9,1.3,3.4
25.3,239,9,8.9,1.2,4.2
25.3,240,8.9,8.9,1.3,4.2
25.3,239,8.9,8.9,1.3,4.2
25.4,240,8.8,8.9,1.6,3.6
25.3,240,8.7,8.9,1.2,4.6
25.5,240,8.7,8.9,1.2,4
25.5,240,8.7,8.9,1.2,4.1
25.5,240,8.7,8.9,1.2,4.5
25.4,240,8.6,8.9,1.2,4
25.4,240,8.7,8.9,1.4,3.4
25.3,240,8.7,8.9,1.4,3.6
25.4,240,8.7,8.9,1.4,4
25.4,240,8.7,8.9,1.1,3.6
25.6,240,8.8,8.9,1.1,2.9
25.8,240,8.7,8.9,1.1,2.5
25.8,240,8.7,8.9,1.1,2.5
25.7,240,8.9,8.9,1.2,2.7
26.1,240,9,8.9,1.1,2
25.9,240,8.8,8.9,1.1,2.2
25.8,240,8.9,8.9,1.4,3.3
25.9,240,8.9,8.9,1.3,3.5
25.9,240,8.9,8.9,1.2,2.7
25.7,240,8.9,8.9,1.2,2.7
25.6,240,8.8,8.9,1.2,3.8
25.5,240,8.8,8.9,1.2,3.8
25.4,240,8.7,8.9,1.1,3.1
25.4,240,8.7,8.9,1.6,3.6
25.4,240,8.7,8.9,1.1,2.7
25.3,240,8.7,8.9,1.5,3.2
25.2,240,8.6,8.9,1,2.5
25.2,240,8.7,8.9,1.1,3.2
25.1,240,8.7,8.9,1.2,3.4
25.1,240,8.6,8.9,2,3
25,240,8.6,8.9,1.2,3.1
25,240,8.6,8.9,1.1,3.4
25.1,240,8.7,8.9,1.3,2.9
25.2,240,8.7,8.9,1.2,2.7
25.4,240,8.7,8.9,1.1,3.4
25.7,241,8.7,8.9,1.1,2.3
25.6,240,8.8,8.9,1.1,2.9
25.6,240,8.9,8.9,1.1,2
25.5,240,8.9,8.9,1.1,2.3
25.6,240,9,9,1.3,2.6
25.6,240,8.9,8.9,1.2,2.3
26.1,241,8.9,8.9,1.3,2.9
26.4,241,8.7,8.9,1.3,3.2
26.3,241,8.6,8.9,1.3,2.5
26.3,241,8.6,8.9,1.3,3.2
26.2,241,8.5,8.9,1.2,4.7
26.2,241,8.5,8.9,1.2,2.8
26,241,8.6,8.9,1.3,2.8
25.9,241,8.5,8.9,1.1,3.4
25.8,241,8.5,8.9,1.5,3
25.7,241,8.4,8.9,1.1,4.7
25.6,241,8.4,8.9,1.2,4.7
25.6,241,8.4,8.9,1.1,3.4
25.5,241,8.4,8.9,1.2,2.5
25.4,240,8.4,8.9,1.4,2.8
25.5,241,8.4,8.9,1.2,3.9
25.4,241,8.4,8.9,1.3,3.9
25.4,241,8.4,8.9,1.3,3.2
25.4,241,8.4,8.9,2.2,5.3
25.5,241,8.5,8.9,1.2,5.7
25.5,241,8.5,8.9,1.2,3.4
25.7,241,8.6,8.9,1.2,3
25.8,241,8.6,8.9,1.2,2.1
26,241,8.6,8.9,1.1,3
26.2,241,8.6,8.9,1.2,3.2
26,241,8.6,8.9,1.1,3.2
26,241,8.6,8.9,1.2,3.2
