Temperature,Specific conductance,Dissolved oxygen,pH,Turbidity,Chlorophyll
21.4,247,7.7,8.7,2.2,5.1
21.3,247,7.6,8.7,2,5
21.3,247,7.6,8.7,2,3.8
21.4,247,7.7,8.7,2,7
21.5,247,7.7,8.7,2,5.5
21.6,247,7.8,8.7,2.2,4.7
21.7,247,7.8,8.7,1.9,4.8
21.8,247,7.9,8.7,2.6,4.1
22.1,247,7.9,8.7,1.7,4.3
22.4,247,8,8.7,1.6,2.7
21.9,247,8,8.7,1.6,3
22.2,247,8.1,8.7,1.5,3.8
22.2,247,8.1,8.7,1.9,5.3
22,247,8.1,8.7,2,4.2
22,247,8.1,8.7,2,5.5
21.9,247,8.1,8.7,2,6.2
21.8,247,8.1,8.7,1.8,6.9
21.8,247,8.1,8.7,2,6.9
21.7,247,8.1,8.7,1.9,7.2
21.7,247,8.1,8.7,2.1,6.3
21.7,247,8,8.7,1.9,8.2
21.6,247,8,8.7,1.9,8.2
21.6,247,8,8.7,2.2,9
21.5,247,8,8.7,2.1,10
21.5,247,8,8.7,2.2,8.9
21.4,247,7.9,8.7,2.1,11.2
21.5,247,8,8.7,2.5,6.1
21.6,247,8,8.7,2.1,5.2
21.7,247,8,8.7,2,5.4
21.9,248,8.1,8.7,2.5,5.6
22.2,248,8.2,8.7,1.8,4.1
22.3,248,8.2,8.8,1.9,7.3
21.9,248,8.2,8.7,2.1,5.2
21.9,248,8,8.7,2.6,4.5
22.1,247,8.1,8.7,2.1,5.7
22.1,248,8,8.7,2,4.6
22.5,248,8.3,8.8,1.7,3.3
22.4,248,8.3,8.7,2,5.7
22.3,248,8.2,8.7,1.7,4.2
22.3,248,8.2,8.7,1.8,5.9
22.1,248,8.2,8.7,1.7,8.4
22,248,8.2,8.7,1.6,7
22,248,8.2,8.7,1.8,4.4
21.9,248,8.2,8.7,1.9,5.4
21.9,248,8.2,8.7,2.1,6.4
21.8,248,8.2,8.7,1.9,5
21.8,248,8.1,8.7,1.6,4
21.7,248,8.1,8.7,2.1,5.3
21.7,248,8.1,8.7,2.1,4.6
21.6,248,8.1,8.7,1.9,4.5
21.6,248,8.1,8.7,2,4.3
21.7,248,8.1,8.7,1.9,4.7
21.8,248,8.2,8.7,1.8,3.8
22.1,248,8.2,8.7,2,4.1
22.3,248,8.2,8.7,1.8,2.7
22.4,248,8.3,8.7,1.7,3.5
22.2,248,8.4,8.7,2.9,2.4
23.3,249,8.3,8.7,1.8,2.7
22.8,248,8.4,8.7,2,2.4
22.7,248,8.5,8.7,1.7,3.3
22.9,248,8.4,8.7,1.7,2.3
22.4,248,8.4,8.7,1.9,3.4
22.4,248,8.4,8.7,1.8,3.9
22,248,8.3,8.7,1.9,5.4
22,248,8.3,8.7,1.8,4.5
21.8,248,8.2,8.7,1.7,3.9
21.8,248,8.3,8.7,1.8,5.3
22.2,248,8.3,8.7,1.7,5.2
22.3,248,8.3,8.7,2,2.9
22.3,248,8.2,8.7,2.3,3.9
22.2,248,8.2,8.7,1.7,4.4
22.2,248,8.2,8.7,1.8,3.6
22.1,248,8.2,8.7,2,4.7
22,248,8.2,8.7,1.7,4.6
22,248,8.1,8.7,1.8,2.4
22.1,248,8.1,8.7,1.6,8
22.2,248,8.3,8.7,1.5,3.3
22.2,248,8.4,8.7,2.1,3.3
22.4,248,8.4,8.8,1.7,3.9
22.6,248,8.4,8.8,2,2.1
22.3,248,8.5,8.7,1.8,3
22,248,8.4,8.7,1.9,4.1
22,247,8.4,8.8,1.7,5.2
21.8,248,8.4,8.7,2,4.4
22,248,8.2,8.7,2.2,3.5
22,248,8.2,8.7,1.9,2.7
22.2,248,8.3,8.7,2.2,4.4
22.2,248,8.3,8.7,2,3.5
22.3,248,8.3,8.7,1.9,2.6
22.3,248,8.3,8.7,2.1,5.2
22.2,248,8.3,8.7,1.6,2.3
22.1,248,8.3,8.7,2,3.3
22.1,248,8.2,8.7,1.8,4.2
22,248,8.2,8.7,2,4
22,248,8.2,8.7,1.9,3.5
21.9,248,8.1,8.7,2,4.2
21.8,248,8.1,8.7,2.1,4.7
21.8,248,8.1,8.7,1.9,4.6
21.8,248,8.1,8.7,1.8,3.3
21.8,248,8.2,8.7,1.7,4.2
21.9,248,8.1,8.7,1.5,3.5
22,248,8.2,8.7,1.6,2.6
22.2,249,8.2,8.7,1.6,2.7
22.2,248,8.4,8.7,1.4,2.1
22.1,248,8.4,8.7,1.4,3.5
22.1,248,8.4,8.7,1.7,2.7
22.1,248,8.4,8.7,1.8,2.6
22.2,248,8.4,8.7,1.8,3.6
22.2,248,8.4,8.7,1.8,4.6
22.2,248,8.4,8.7,2.2,3.6
22.2,248,8.4,8.7,2.2,3.3
22.2,248,8.4,8.7,1.6,5.2
22.1,249,8.3,8.7,1.6,3.4
22.1,248,8.3,8.7,1.8,5.4
22,248,8.3,8.7,1.6,4.2
22,248,8.3,8.7,1.8,4.4
21.9,248,8.2,8.7,1.5,3.8
21.9,248,8.2,8.7,1.9,5.8
21.8,248,8.2,8.7,1.9,4.6
21.8,248,8.1,8.7,1.6,10.6
21.7,248,8.1,8.7,1.4,25.6
21.7,248,8.1,8.7,1.7,4.1
21.7,248,8,8.7,1.5,12.3
21.7,248,8.2,8.7,1.6,9
21.8,248,8.2,8.7,1.4,3.8
21.9,248,8.3,8.7,2.1,5.1
22,248,8.3,8.7,1.7,4
21.9,249,8,8.7,1.8,5.1
22.2,249,8.2,8.7,2,3.4
22,248,8.2,8.7,1.6,3.5
22,249,8.2,8.7,1.9,3.6
22.2,248,8.5,8.8,1.9,4
22.4,249,8.5,8.7,1.9,4
22.7,249,8.5,8.8,1.4,2.7
22.9,249,8.5,8.7,1.5,2.6
22.8,249,8.4,8.7,2.3,4.1
22.8,249,8.4,8.7,1.3,3.9
22.8,249,8.4,8.7,2,4
22.8,249,8.4,8.7,1.4,2.5
22.8,249,8.3,8.7,1.3,5.1
22.7,249,8.4,8.7,1.5,8
22.6,249,8.3,8.7,1.6,4.6
22.6,249,8.3,8.7,1.2,2.7
22.5,249,8.3,8.7,1.4,5.6
22.4,249,8.3,8.7,1.7,8.4
22.4,249,8.2,8.7,1.4,6.6
22.3,249,8.2,8.7,1.2,4.1
22.4,249,8.4,8.7,2.6,3.5
22.5,249,8.4,8.7,1.3,2.7
22.5,249,8.5,8.8,1.4,7.6
22.7,249,8.6,8.8,2.1,3.4
22.7,249,8.7,8.8,2.1,2.6
22.8,249,8.8,8.8,1.6,3.2
23,249,8.7,8.8,1.5,2.8
22.9,249,8.6,8.7,1.5,5.8
22.6,249,8.6,8.8,1.4,3.2
23.6,249,8.8,8.8,1.3,5
23.6,249,8.8,8.8,1.3,4.6
23.5,249,8.8,8.8,1.8,4.5
23.4,249,8.8,8.8,1.9,6.6
23.4,250,8.7,8.8,1.5,4.8
23.3,250,8.7,8.8,7.6,4.5
23.2,249,8.6,8.8,1.6,3.2
23.2,249,8.7,8.8,2.1,5
23.1,249,8.7,8.8,2.2,3.9
23,249,8.6,8.8,1.9,4.2
23,249,8.6,8.8,3.3,3.1
22.9,249,8.5,8.7,2.1,4.5
22.8,249,8.5,8.7,2.1,5.1
22.7,249,8.5,8.7,2.4,4.2
22.6,249,8.5,8.7,2,5.1
22.8,249,8.6,8.8,1.2,4.5
22.8,250,8.7,8.8,1.5,5.2
23,249,8.8,8.8,1.9,6.7
23.2,249,8.9,8.8,1.2,17.8
23.1,249,9,8.8,1.8,5.7
23.2,249,9.1,8.8,2.8,4.3
23.2,249,9.3,8.8,1.7,4.2
23.5,249,9.2,8.8,2.6,3.3
23.6,249,9.2,8.8,2.4,14.3
23.8,249,9.2,8.8,3.4,4.2
23.3,249,9.3,8.8,3.5,3.4
23.4,249,9.3,8.8,1.4,6.1
23.7,250,9.1,8.8,2.4,6.2
23.6,250,9,8.8,2.6,4.4
23.6,251,8.9,8.8,1.5,7.4
23.5,250,9,8.8,2.1,2.8
23.5,250,8.9,8.8,2.3,5.8
23.4,251,8.9,8.8,2.9,3.2
23.3,250,8.9,8.8,1.8,5.8
23.2,250,8.8,8.8,3.3,6.1
23.2,250,8.7,8.8,1.8,5.9
23.1,250,8.7,8.8,3.8,5.5
23.1,250,8.8,8.8,3.7,4.5
23,250,8.8,8.8,5.2,5.8
23,250,8.9,8.8,2.3,4.6
23,250,9,8.8,2,4.3
22.8,250,8.7,8.7,2,4.4
22.6,249,8.5,8.7,2.2,5.1
22.9,249,8.7,8.7,2.5,5
23.2,249,8.8,8.8,2.6,4.5
23.1,249,8.8,8.8,2.6,6.3
23,249,8.7,8.8,2.7,6.2
22.9,249,8.7,8.7,2.9,5.8
22.8,250,8.6,8.7,3,7.6
22.5,250,8.4,8.7,2.8,8.2
22.6,250,8.5,8.7,2.4,7.9
22.4,250,8.3,8.7,3.1,8.1
22.3,249,8.2,8.7,3.8,10
22.3,249,8.1,8.7,2.5,13.8
22.2,249,8.2,8.7,3.4,8.7
22.2,249,8.1,8.7,3,7.5
22.2,250,8,8.7,3.6,22.2
22.2,250,8.1,8.7,3.6,7.9
22.1,250,8.1,8.7,2.7,10.3
22,250,8,8.7,3.5,13.4
22,250,8.1,8.7,4,12.2
22,250,8,8.7,2.3,23.9
21.9,250,8.1,8.7,3.1,11.7
22,250,8.1,8.7,3.5,9.2
22,250,8.2,8.7,3,12.8
22.1,249,8.3,8.7,3.3,7.6
22.3,249,8.4,8.7,3.3,9.1
22.6,250,8.5,8.7,2.9,5.2
22.7,250,8.5,8.7,3.2,6.9
22.8,250,8.5,8.7,2.5,7
22.2,250,8.2,8.7,6,7
22.8,250,8.6,8.8,2.7,6.4
22.4,250,8.4,8.7,4.3,13.8
22.3,250,8.4,8.7,3.2,14.2
22.2,250,8.3,8.7,3.4,11.9
22.1,250,8.2,8.7,3.2,29.4
22,250,8.2,8.7,4.1,15.9
21.9,250,8.1,8.7,3.2,13.6
21.9,250,8.1,8.7,4,15.2
21.8,250,8,8.7,3.4,14.3
21.8,250,8,8.7,3.2,25
21.7,250,8,8.7,2.8,10.9
21.6,250,8,8.7,3,15.3
21.6,250,7.9,8.7,2.5,18.2
21.6,250,7.9,8.7,3.4,10.5
21.5,250,7.9,8.7,2.7,10
21.5,250,7.9,8.7,3,11.3
21.6,250,7.9,8.7,2.5,6
21.6,250,8,8.7,2.2,13
21.8,250,8.2,8.7,2.6,11.6
22,250,8.3,8.7,2.8,8.8
22.1,250,8.7,8.8,3.8,9.1
22.5,250,8.6,8.8,2.6,7.9
22.5,250,8.7,8.8,5.2,6
22.4,249,8.9,8.8,2.6,6.2
22,249,9.2,8.8,3.6,11.1
22,249,9.3,8.8,4.3,11.5
22,250,9,8.8,3.7,9.8
21.9,250,8.8,8.8,2.5,19.8
22.1,250,8.8,8.8,3.8,13.9
22.2,250,8.8,8.8,3.2,18.9
22.1,250,8.8,8.8,4.2,41.2
22.1,250,8.8,8.8,3.7,14.2
22,250,8.7,8.8,3.1,15.4
22,250,8.7,8.7,4,14
21.9,250,8.6,8.7,5.4,17.5
21.8,250,8.6,8.7,3,14.3
21.7,250,8.6,8.7,3.1,15.1
21.7,250,8.5,8.7,2.7,21.4
21.6,250,8.4,8.7,2.6,17.4
21.6,250,8.5,8.7,3.3,10.4
21.6,250,8.6,8.7,2.2,16.5
21.7,250,8.7,8.8,2.7,8.2
21.8,250,8.8,8.8,3.2,18.9
21.9,250,9,8.8,2.6,15.1
22,250,9.1,8.8,4,11.7
22.6,250,9.2,8.8,5.1,9.5
22.3,250,9.4,8.8,4.1,7.8
22.4,250,9.6,8.8,3.6,8.6
22.3,249,9.8,8.8,5.8,8.8
22.2,250,9.4,8.8,2.7,9.8
22,250,9.3,8.8,2.7,20.6
22.2,250,9.4,8.8,5,16.4
22.4,250,9.2,8.8,3.2,13.3
22.4,250,9.2,8.8,3.2,17.3
22.3,250,9.1,8.8,3.4,13.5
22.2,250,9.1,8.8,3.9,14.2
22.1,250,9,8.8,2.9,15.3
22.1,250,8.9,8.8,3.3,17.8
22,250,8.9,8.8,3.7,13.7
21.9,250,8.9,8.8,3,16.8
21.9,250,8.8,8.8,2.8,13.5
21.8,250,8.8,8.8,3,18.2
21.7,250,8.8,8.8,2.3,12.4
21.7,250,8.8,8.8,2.6,11.3
21.8,250,8.9,8.8,2.7,8.1
21.8,250,9,8.8,3.1,11.9
21.9,250,9.2,8.8,3.2,10.5
22,249,9.4,8.8,5.8,11.7
22.5,250,9.4,8.8,4.4,6.9
22.7,250,9.5,8.8,4.2,8.8
22.9,250,9.7,8.8,3.1,13
23,250,9.9,8.8,2.3,14.4
23.2,250,9.9,8.8,4.2,8.5
23,250,10,8.8,5.4,8.6
23,250,10,8.8,3.9,11.3
23,250,9.9,8.8,3.3,11
23,250,9.8,8.8,3,15.2
22.8,250,9.8,8.8,3,10.4
22.6,250,9.7,8.8,7.3,10.9
22.5,250,9.7,8.8,3.8,15.7
22.4,250,9.7,8.8,3.4,9
22.4,250,9.6,8.8,2.8,11
22.2,250,9.5,8.8,3.1,12
22.1,250,9.4,8.8,2.8,9.4
22,250,9.4,8.8,4,11.7
21.9,250,9.3,8.8,2.8,11.8
21.9,250,9.2,8.8,3.2,12.8
21.8,250,9.3,8.8,2,6.9
21.9,250,9.5,8.8,2.4,8
22,250,9.7,8.8,2.7,7.9
22.1,249,9.8,8.9,2.6,13.5
22.3,250,10,8.9,11.3,7.4
22.7,249,10,8.9,4,15.8
22.7,249,10.6,8.9,3.5,8.4
22.7,249,10.6,8.9,4.2,10.6
22.8,248,11.1,8.9,3.5,14.1
22.5,248,11.1,9,4.7,12.6
22.7,248,11.1,8.9,2.5,10.6
22.6,248,10.8,8.9,3.5,10.2
22,249,10,8.8,3.7,15.8
21.8,248,10,8.8,4.4,13.3
21.9,248,10.2,8.9,4.3,15.1
21.9,248,10.1,8.9,6,19.1
22,249,9.8,8.8,4.8,8.5
21.9,250,9.7,8.8,5.3,6.6
22.5,250,9.8,8.9,4.9,9.4
22.6,250,9.8,8.9,3.2,7.2
22.4,250,9.7,8.9,5,8.6
22.3,250,9.7,8.9,4.4,9.1
22.3,250,9.6,8.8,4.6,11.6
22.2,250,9.5,8.8,4.4,9.7
22.1,250,9.6,8.9,3.1,5.7
22.1,250,9.8,8.9,4.5,7.8
22.1,249,9.9,8.9,4.3,7.4
22.2,250,10,8.9,4.2,8.5
22.3,249,10,8.9,3.5,6.2
22.2,249,9.6,8.8,3.1,5.4
22.4,249,9.5,8.8,3.2,6
22.7,249,9.8,8.9,3.8,7.5
22.6,248,9.8,8.9,4.3,6.3
22.4,249,9.8,8.9,4.6,8.2
22.1,248,9.6,8.8,4.6,9.4
22,249,9.5,8.8,5.3,9.4
22.1,250,9.5,8.9,3.4,13.5
21.8,249,9.3,8.9,4.2,7.9
21.8,249,9.2,8.8,4.4,7.5
21.7,251,9,8.8,8.5,13
21.7,249,9,8.8,6.4,9.4
21.6,250,9,8.8,6.7,14.8
21.6,249,9.1,8.8,3.5,12.2
21.6,251,8.9,8.8,7.1,6
21.5,251,8.7,8.8,3.2,9
21.4,251,8.7,8.8,5.9,12.4
21.4,250,8.6,8.8,3.1,15.8
21.3,251,8.6,8.8,4.8,14.2
21.3,250,8.7,8.8,5.1,9.3
21.2,249,8.7,8.8,4.2,10.3
21.2,249,8.5,8.8,4.2,5.6
21.2,250,8.5,8.8,3.7,7.6
21.3,250,8.4,8.8,4.2,6.4
21.8,250,8.8,8.8,5.3,6.2
21.6,249,8.9,8.8,3.9,6.7
21.5,251,8.6,8.8,4.7,8
21.4,251,8.7,8.8,5.4,9.2
21.5,250,8.8,8.8,5.2,10.8
21.4,249,8.8,8.8,4.6,12.4
21.4,249,8.9,8.8,5.5,10.9
21.4,250,8.9,8.8,4.6,12.6
21.2,250,8.7,8.8,6.8,12.1
21.2,251,8.6,8.8,7,13.5
21.1,251,8.6,8.8,3.2,9.8
21.1,249,8.5,8.8,3.3,17
21.1,249,8.5,8.8,5.7,12.4
21,249,8.4,8.8,4.3,7.9
21,249,8.4,8.8,4.7,13.3
20.9,250,8.3,8.8,3.9,12.7
20.9,251,8.2,8.7,4,7.5
20.8,249,8.2,8.7,7.4,17.1
20.8,251,8.2,8.7,4.3,14.6
20.8,249,8.2,8.7,5.2,19.3
20.8,250,8.3,8.8,5.5,8.8
20.8,251,8.3,8.8,4.2,7.2
20.8,251,8.4,8.8,5.6,12.6
20.9,251,8.6,8.8,3,19.9
20.9,250,8.7,8.8,4.3,10.9
21.1,251,8.7,8.8,5.7,8.8
21.3,251,8.9,8.8,4.6,8.6
21.2,249,9.1,8.8,5.6,10.3
21.3,250,9.4,8.8,6,9.8
21.3,250,9.4,8.8,5,9
21.2,251,9.5,8.8,5.3,12.8
21.1,251,9.4,8.8,5,20.5
21,249,9.4,8.8,5.7,30.1
21,251,9.3,8.8,10.3,49.8
21,252,9.2,8.8,4.6,9
20.9,251,9.1,8.8,5.1,20.2
20.9,250,9.1,8.8,4.3,10.4
20.8,250,8.9,8.8,9.6,16.3
20.8,251,8.8,8.8,3.6,8.2
20.7,251,8.7,8.8,3.3,15.1
20.6,251,8.6,8.8,3.1,18
20.6,251,8.6,8.8,4.9,15.8
20.5,251,8.6,8.8,4.3,12.7
20.5,251,8.6,8.8,3.9,9.4
20.6,252,8.7,8.8,15.4,14.1
20.6,252,8.8,8.8,7.4,16.6
20.7,251,9.1,8.8,3.5,8.2
21.1,250,9.4,8.8,3.9,9.2
21.4,250,9.7,8.9,5.8,7.5
21.2,250,9.8,8.9,6,9.7
21,250,9.3,8.8,4.4,8
20.8,250,9,8.8,3.4,10.9
20.8,251,9,8.8,3.7,12
21,251,9.7,8.9,5.2,11.7
20.9,250,9.6,8.8,4.8,17.8
20.9,251,9.6,8.8,6.8,19.4
20.9,251,9.5,8.8,4.3,11.7
20.9,251,9.4,8.8,7.2,16.8
20.9,250,9.4,8.8,5.2,20.6
20.8,250,9.4,8.8,5.5,17.4
20.8,250,9.3,8.8,6,20.4
20.8,251,9.4,8.8,5.1,19.4
20.7,251,9.2,8.8,3.8,24.9
20.7,251,9.2,8.8,3.9,16.7
20.6,251,9.1,8.8,4.7,20.1
20.6,250,9.1,8.8,6,16.5
20.6,250,9,8.8,6.1,14
20.5,250,9,8.8,5.3,12.8
20.5,251,9.1,8.8,2.6,14.3
20.6,251,9.4,8.8,3,13.2
20.7,250,9.8,8.9,8.5,17.5
20.8,250,10.1,8.9,7.2,15.5
20.7,250,10,8.9,10.5,15.1
20.7,250,9.8,8.9,6.6,11
20.6,250,9.9,8.9,5.8,21.9
21.2,249,10.3,8.9,5.2,12.5
20.9,250,10.3,8.9,4,15.7
21.2,249,10.9,9,8.4,18.2
21,249,10.8,8.9,7.1,14.9
20.7,250,10.5,8.9,10.9,30
21,250,10.4,8.9,3.1,27
21.1,250,10.5,8.9,12.6,16.8
21.2,250,10.5,9,4.1,11.5
21.3,250,10.3,8.9,4.9,20.5
21.4,250,10.2,8.9,5.8,21.7
21.3,250,10.1,8.9,6.2,16.5
21.3,250,10,8.9,4.3,18.2
21.2,251,9.9,8.9,5.3,15.5
21.1,250,9.9,8.9,6.3,19.2
21,251,9.8,8.9,5.4,12
20.9,251,9.8,8.9,8.2,12.3
20.9,250,9.9,8.9,6.1,22.2
20.9,250,10.2,8.9,8,16.1
21,250,10.5,8.9,6.2,14.4
21,250,10.8,9,4.8,17.6
21.2,250,11,9,7.4,13.8
21,249,11,9,7.7,12.6
20.9,249,11,9,6.8,9.9
21.4,249,11,9,6.3,7.4
21.6,249,11.5,9,10.1,13.7
21.4,249,11.4,9,7.6,17.8
20.7,249,10.6,8.9,3.7,17
21.1,249,11.6,9,8.1,19.5
21.4,249,11,9,6.6,20.3
21.4,249,11,9,5.4,18.5
21.4,250,10.9,9,5.3,16.7
21.5,249,10.9,9,7.7,19.4
21.4,250,10.8,9,6.3,16.5
21.4,250,10.6,9,5.9,19.8
21.3,250,10.5,8.9,6.3,17.6
21.3,250,10.4,8.9,6.8,11.6
21.2,250,10.4,8.9,4.5,14.6
21.1,250,10.3,8.9,5,19.1
21.1,250,10.2,8.9,5.8,26
21,250,10.1,8.9,3,15.3
21,250,10.2,8.9,5.1,13.8
21,250,10.4,8.9,4.4,15.2
21,250,10.6,9,3.6,10.8
21.1,250,10.6,9,4.2,16.6
21.3,249,11.2,9,3.6,21.1
21.4,249,11.6,9,9.9,16.2
21.4,249,12,9,9,13.9
21.7,248,11.3,9,7.1,11.3
21.8,249,11.6,9,4.9,9
21.9,248,12.4,9.1,6.2,13.1
20.9,249,11.4,9,8.4,13.7
21.3,248,11.9,9,3.6,13.7
21.4,248,12.2,9.1,6.2,31.1
21.9,248,12.5,9.1,5.8,22.8
21.8,248,11.9,9,8,11.6
21.9,249,11.8,9,6.6,18.9
21.8,249,11.7,9,6,24.3
21.8,249,11.5,9,6.5,12.3
21.8,249,11.5,9,7.8,19.7
21.6,249,11.3,9,7.3,16.9
21.5,249,11.1,9,7.8,16.8
21.4,249,11,9,6.6,18.8
21.4,249,10.9,9,6.2,15.6
21.2,249,11,9,8.6,17.3
21.1,249,11.1,9,6.5,17.1
21.1,249,11.2,9,7.3,18.2
21.2,249,11.6,9,6.5,10.8
21.2,248,11.8,9.1,20.4,26.6
21.3,248,12.3,9.1,8.2,14.5
21.1,248,11.7,9,7.2,14.5
21.1,248,11.8,9,7,15.2
21.1,248,11.9,9,6.2,12.4
21.6,247,12.2,9.1,10.3,13.9
22.1,247,13.3,9.2,6.6,11.9
21.2,248,12,9,6.6,24.6
21.1,248,12.4,9,7.7,15.7
21.6,248,12.5,9.1,8,39.9
22.1,248,12.3,9.1,6.8,24.1
22.3,248,12.1,9.1,6.6,20.9
22.2,249,11.8,9.1,5.5,18.6
22.2,249,11.6,9,6.1,9.4
22.2,249,11.5,9,8.3,13.7
22,249,11.5,9,10.1,13.2
22,249,11.3,9,7.9,22
21.8,249,11.5,9,7.3,18.2
21.6,249,11.4,9,8.1,19.2
21.6,249,11.3,9,6.6,21.8
21.5,249,11.1,9,4.3,14.9
21.6,249,11.2,9,3.9,20
21.5,249,11.3,9,6,14.2
21.4,249,11.4,9,5.6,18.9
21.5,248,11.9,9.1,6.7,19.4
21.5,248,12.3,9.1,8.9,18.1
21.6,248,12.5,9.1,8.6,16.3
21.9,248,12.5,9.1,7.6,15.5
22,248,12.7,9.1,8.2,13.8
22.2,248,12.8,9.1,5.6,12
22.3,248,13,9.2,6.2,12.7
21,249,11.3,9,4.5,25.4
21.3,249,11.6,9,7.3,13.2
21.1,248,11.5,9,9.2,18.6
21.1,249,11.5,9.1,9.3,27.2
21.2,249,11.6,9.1,11,21.1
21.2,249,11.6,9.1,10.4,26.9
21.1,249,11.5,9.1,14.6,24.6
21.1,249,11.3,9.1,13.7,17.9
21.1,249,11.2,9,13.1,15.1
21,249,11.1,9,10.8,29
21,249,11.2,9,8.9,19.4
21,249,11,9,7.8,19.2
20.9,249,10.7,9,7.2,18.6
20.8,249,10.3,9,7.3,16.9
20.7,250,10.2,9,7.2,15.6
20.7,250,10.2,9,8,19.7
20.7,249,10.4,9,7.3,14.2
20.7,249,10.3,9,7.4,16
20.7,250,10,9,7.7,13.8
20.7,250,10,9,7.5,16
20.7,250,10.1,9,7,17
20.8,250,10.1,9,7.2,16.1
20.8,250,10,9,7.1,17.3
20.7,250,10,9,7.8,16.9
20.7,250,10,9,7.6,17.6
20.7,250,10.1,9,6.2,22.9
20.6,250,9.9,9,8.3,33.4
20.6,250,9.9,9,8.9,18.4
20.5,250,9.8,9,8.9,17.8
20.5,250,9.6,9,8.3,25.3
20.4,250,9.4,8.9,7.9,21.2
20.4,250,9.4,8.9,5.4,15.6
20.3,250,9.3,8.9,6.3,22
20.2,250,9.3,8.9,7.3,28
20.2,250,9.2,8.9,7.2,22.6
20.2,250,9.1,8.9,6.9,33.7
20.1,250,9.1,8.9,7,23.2
20.1,250,9.1,8.9,6.8,27
20.1,250,9.1,8.9,7.6,17.5
20,250,9.2,8.9,6,17.9
20,250,9.2,8.9,7,22.4
20,250,9.2,8.9,7.8,17.2
20,250,9.2,8.9,6.9,20.3
20,250,9.4,8.9,6.9,20.3
20,250,9.5,8.9,6.6,18.8
20,250,9.5,8.9,7.8,18.8
20,250,9.4,8.9,7.3,17.3
20,250,9.3,8.9,7.8,19.4
20,250,9.3,8.9,7.1,19.7
19.9,250,9.2,8.9,7.4,22.2
19.9,250,9.2,8.9,6.6,25.9
19.9,250,9.1,8.9,9.4,18.6
19.8,251,9.1,8.9,8.9,16.6
19.8,250,9.1,8.9,7.7,25.3
19.7,251,9,8.9,7.4,17.4
19.7,251,9,8.9,7.8,34.4
19.6,250,9,8.9,6.3,21.7
19.6,250,8.9,8.9,6.8,24.6
19.6,251,8.8,8.9,6.6,21.9
19.5,250,8.7,8.9,6.6,22.9
19.5,251,8.6,8.9,6.5,32.9
19.4,251,8.5,8.9,6.7,20.5
19.4,251,8.6,8.9,3.9,9.7
19.4,250,9,8.9,7.2,24.8
19.5,250,9.1,8.9,7,19.7
19.6,250,9.1,8.9,7.2,20.7
19.8,250,9.2,8.9,7.1,17.8
20,250,9.3,8.9,6.8,12.9
19.7,251,8.9,8.9,7.8,15.8
20,250,9.3,8.9,9.3,16.9
20.2,250,9.7,9,7.5,18.4
20,250,9.9,9,5.5,19.3
19.7,250,9.6,8.9,8.9,28.3
19.8,250,9.7,9,4.9,40.6
19.9,250,9.9,9,7.4,35.4
19.7,250,9.6,9,11.8,38.8
19.7,250,9.7,9,8.2,47.2
19.7,250,9.7,9,6.3,31.7
19.7,250,9.5,9,8,20.6
19.7,250,9.6,9,7.1,33.1
19.6,251,9.4,8.9,6,19
19.6,250,9.4,8.9,8.7,27.9
19.6,251,9.3,8.9,8.2,28.8
19.6,251,9.2,8.9,6.6,16
19.6,251,9.2,8.9,9.6,28.1
19.5,251,9.1,8.9,8.6,25.9
19.5,251,9.2,8.9,7.9,21.9
19.6,250,9.5,9,6.6,52.4
19.7,250,9.9,9,4.4,28.9
20,250,10.5,9,9.2,27.1
20,250,10.8,9,13,23.5
19.9,249,11.1,9,9,21.9
20.4,250,11.7,9.1,10.2,19.8
19.7,250,10.2,9,9.4,27.8
20.4,250,10.6,9,8.5,19.7
20,249,11.1,9,10.3,28.1
20.1,249,11.2,9,9.1,25.9
20,249,11.1,9,9,37.7
20,249,10.8,9,8.4,56
19.8,249,10.8,9,10.6,27.3
19.7,250,10.6,9,7,34.1
19.7,250,10.1,9,8.5,19.7
19.6,250,10.1,9,7.6,16.5
19.7,250,10.4,9,11.1,25.2
19.8,251,9.9,9,10.7,27.3
19.9,250,9.9,9,10.4,35.9
19.8,251,9.8,9,7.8,30.5
19.7,251,9.7,9,6.8,33.5
19.7,251,9.5,9,5.1,27.9
19.6,252,9.5,8.9,9,33.6
19.6,252,9.5,8.9,8.3,32.8
19.6,251,9.5,8.9,14.1,28.3
19.5,250,9.8,9,8.3,27
19.5,250,9.9,9,9.8,23.2
19.4,250,9.8,9,8.7,27.4
19.5,250,10.2,9,8.9,26.6
19.5,250,10.4,9,10.1,30.4
19.6,249,10.7,9,10.2,27.8
19.6,250,10.4,9,9.8,26.1
19.8,249,11.3,9.1,10,38.4
19.9,249,11.5,9.1,11.1,33.3
19.6,249,11,9,10.2,27.5
19.5,249,10.8,9,9.1,34.2
19.4,249,10.6,9,11.9,41.9
19.3,250,10.2,9,10,31.6
19.1,250,9.8,9,8.5,21.1
19.1,250,9.4,9,7.1,35.1
19.1,251,9.4,8.9,8,35.7
19,250,9.3,8.9,7.3,26.2
19,251,9.1,8.9,5.8,30.7
18.9,251,9,8.9,7.1,31.8
18.9,251,8.8,8.9,6.6,25.8
18.9,251,8.8,8.9,5.3,38.1
18.8,251,8.8,8.9,7.2,23.6
18.8,251,8.8,8.9,6.4,22
